id,carat,cut,color,clarity,x,y,z,depth,table,price
32700,0.7,Fair,F,SI2,5.51,5.42,3.63,66.4,56.0,1564
32701,1.59,Very Good,E,SI2,7.48,7.54,4.59,61.1,57.0,8994
32702,1.02,Very Good,H,SI1,6.31,6.38,4.04,63.7,55.0,4552
32703,0.35,Premium,D,VS2,4.57,4.61,2.74,59.7,58.0,829
32704,1.22,Premium,H,SI1,6.92,6.86,4.2,61.0,59.0,4829
32705,0.34,Ideal,E,VS2,4.48,4.46,2.77,62.0,56.0,829
32706,1.44,Good,G,VS1,7.01,6.96,4.44,63.6,58.0,9677
32707,1.0,Good,H,I1,6.67,6.6,3.82,57.6,61.0,2940
32708,0.54,Ideal,G,VS2,5.24,5.28,3.21,61.0,57.0,1644
32709,0.4,Ideal,I,VS1,4.72,4.75,2.91,61.5,59.0,736
32710,0.23,Very Good,F,IF,3.95,3.99,2.42,61.0,62.0,485
32711,0.32,Ideal,F,VVS1,4.4,4.42,2.72,61.7,56.0,926
32712,0.31,Ideal,G,VVS1,4.4,4.37,2.66,60.7,57.0,1046
32713,0.51,Ideal,G,VVS2,5.18,5.15,3.16,61.2,55.0,1974
32714,1.57,Premium,G,VS1,7.6,7.55,4.54,59.9,56.0,14180
32715,0.52,Ideal,F,VVS1,5.21,5.19,3.18,61.2,56.0,2867
32716,0.32,Ideal,G,VVS1,4.4,4.38,2.73,62.2,55.0,1080
32717,0.54,Ideal,F,SI1,5.22,5.24,3.25,62.1,57.0,1385
32718,1.15,Premium,H,SI2,6.82,6.78,4.05,59.6,59.0,3735
32719,1.0,Premium,G,SI1,6.48,6.45,3.93,60.8,58.0,4816
32720,0.23,Premium,E,VVS2,3.99,3.96,2.42,60.9,60.0,680
32721,1.86,Very Good,H,SI1,7.77,7.82,4.88,62.6,58.0,14383
32722,0.91,Premium,H,VS2,6.22,6.18,3.83,61.8,60.0,4238
32723,1.2,Ideal,G,VS2,6.78,6.72,4.24,62.8,57.0,7243
32724,0.4,Very Good,E,VS2,4.66,4.72,2.93,62.5,56.0,705
32725,0.83,Very Good,G,VS2,5.97,6.03,3.76,62.7,58.0,3195
32726,0.41,Ideal,F,VS1,4.77,4.8,2.91,60.8,57.0,1007
32727,0.4,Ideal,F,VVS2,4.72,4.74,2.92,61.7,56.0,1088
32728,0.41,Ideal,F,VS1,4.74,4.77,2.98,62.7,55.0,1007
32729,1.11,Ideal,E,SI1,6.64,6.72,4.08,61.1,57.0,6800
32730,0.51,Ideal,E,VS2,5.15,5.2,3.15,60.9,56.0,1656
32731,0.31,Ideal,D,VVS2,4.38,4.41,2.68,61.0,55.0,1074
32732,0.38,Very Good,E,SI1,4.64,4.67,2.85,61.2,59.0,700
32733,0.97,Premium,F,SI2,6.45,6.38,3.84,59.9,59.0,3993
32734,0.5,Very Good,D,VS2,5.04,5.02,3.18,63.2,60.0,1632
32735,0.39,Very Good,F,VVS2,4.7,4.74,2.91,61.7,56.0,965
32736,0.5,Very Good,E,VVS2,5.09,5.12,3.15,61.7,61.0,2083
32737,0.31,Ideal,I,VS2,4.35,4.38,2.71,62.1,54.0,452
32738,0.32,Very Good,E,VS2,4.38,4.41,2.69,61.3,57.0,656
32739,1.02,Ideal,I,VS2,6.42,6.5,3.93,60.8,57.0,4281
32740,0.32,Very Good,G,VS2,4.42,4.45,2.67,60.2,57.0,561
32741,0.3,Premium,F,VVS2,4.36,4.31,2.66,61.4,59.0,945
32742,1.13,Premium,E,SI2,6.83,6.78,4.04,59.4,62.0,4040
32743,0.4,Ideal,D,SI2,4.77,4.72,2.91,61.3,56.0,798
32744,0.7,Ideal,G,VS1,5.74,5.69,3.51,61.4,55.0,2573
32745,0.9,Premium,D,SI2,6.21,6.17,3.7,59.8,61.0,3780
32746,0.71,Very Good,H,SI1,5.63,5.71,3.52,62.1,61.0,2354
32747,0.76,Good,D,VS2,5.81,5.85,3.7,63.5,55.0,3443
32748,1.5,Ideal,H,VS2,7.27,7.33,4.54,62.2,57.0,10692
32749,0.34,Premium,E,VS2,4.49,4.51,2.74,60.9,60.0,745
32750,0.91,Ideal,I,VVS2,6.25,6.27,3.79,60.6,57.0,4663
32751,0.51,Good,D,VS2,5.05,5.0,3.2,63.7,57.0,1665
32752,0.32,Ideal,F,VVS2,4.4,4.46,2.75,62.1,56.0,741
32753,0.3,Ideal,E,VVS2,4.28,4.34,2.69,62.3,54.1,779
32754,1.52,Ideal,F,VS2,7.42,7.31,4.6,62.5,55.0,14915
32755,0.43,Very Good,I,VVS2,4.86,4.89,2.95,60.5,59.0,838
32756,1.4,Premium,H,SI1,7.16,7.12,4.44,62.2,58.0,8223
32757,1.12,Premium,H,SI1,6.69,6.59,4.13,62.0,56.0,4572
32758,1.02,Very Good,H,VS2,6.4,6.33,4.03,63.3,55.0,4604
32759,0.51,Very Good,E,VS1,5.19,5.24,3.11,59.6,56.0,1841
32760,0.55,Very Good,D,SI1,5.24,5.28,3.24,61.6,56.0,1580
32761,0.54,Very Good,G,SI1,5.24,5.4,3.21,60.3,57.0,1292
32762,0.9,Very Good,D,SI1,6.11,6.14,3.83,62.5,63.0,4068
32763,0.37,Very Good,E,SI2,4.61,4.65,2.85,61.6,56.0,493
32764,2.05,Ideal,G,SI2,8.11,8.16,5.01,61.6,56.0,18017
32765,0.7,Very Good,G,SI2,5.74,5.8,3.5,60.7,58.0,2141
32766,0.5,Very Good,G,VVS2,5.07,5.09,3.13,61.6,58.0,1784
32767,0.9,Good,G,SI2,6.13,6.16,3.92,63.8,56.0,3303
32768,0.33,Ideal,I,SI1,4.46,4.5,2.78,62.0,53.5,456
32769,1.13,Premium,I,VS1,6.74,6.71,4.15,61.7,54.0,5316
32770,0.5,Ideal,E,SI1,5.09,5.13,3.15,61.6,57.0,1316
32771,1.05,Good,E,SI1,6.33,6.41,4.09,64.2,61.0,4878
32772,1.51,Premium,I,SI1,7.27,7.31,4.5,61.7,60.0,9177
32773,1.01,Very Good,E,VS2,6.41,6.47,3.92,60.9,57.0,6399
32774,0.31,Very Good,H,VS2,4.37,4.33,2.63,60.5,63.0,628
32775,0.38,Very Good,D,VS2,4.7,4.75,2.88,61.0,58.0,847
32776,1.02,Ideal,G,VS1,6.49,6.52,4.0,61.5,55.0,7357
32777,0.33,Premium,H,IF,4.49,4.47,2.7,60.3,59.0,1114
32778,0.71,Premium,F,SI1,5.76,5.79,3.48,60.3,60.0,2262
32779,0.36,Premium,E,VS1,4.64,4.67,2.81,60.4,58.0,852
32780,1.0,Premium,F,VS2,6.46,6.42,3.86,59.9,59.0,5864
32781,1.04,Premium,G,SI1,6.49,6.42,4.04,62.6,55.0,4948
32782,0.39,Ideal,F,VVS2,4.68,4.75,2.92,61.8,55.0,1097
32783,0.9,Ideal,G,SI2,6.16,6.13,3.84,62.4,57.0,2968
32784,0.63,Ideal,F,VVS2,5.47,5.51,3.4,61.9,57.0,2835
32785,0.73,Ideal,G,VS1,5.79,5.83,3.54,60.9,59.0,3459
32786,0.32,Ideal,G,VS2,4.39,4.41,2.71,61.6,57.0,561
32787,0.35,Very Good,D,VS1,4.56,4.58,2.78,60.8,56.0,1018
32788,0.8,Very Good,F,VS2,5.86,5.92,3.66,62.1,60.0,3471
32789,0.9,Very Good,G,SI1,6.08,6.11,3.86,63.3,56.0,3752
32790,1.53,Ideal,F,SI1,7.38,7.42,4.56,61.5,56.0,12616
32791,0.41,Premium,D,VVS2,4.75,4.72,2.96,62.5,58.0,1356
32792,0.41,Ideal,G,VS1,4.77,4.79,2.94,61.5,56.0,899
32793,0.3,Ideal,D,VS2,4.36,4.32,2.68,61.8,55.0,911
32794,0.53,Ideal,E,SI1,5.27,5.23,3.18,60.6,57.0,1607
32795,0.54,Ideal,F,VS2,5.2,5.25,3.21,61.4,57.0,1662
32796,0.32,Premium,I,SI1,4.38,4.42,2.69,61.1,59.0,421
32797,0.36,Ideal,E,VS2,4.57,4.63,2.84,61.7,55.0,789
32798,0.52,Ideal,D,VS1,5.17,5.21,3.16,60.9,56.0,1707
32799,0.7,Very Good,G,VS2,5.66,5.7,3.48,61.3,57.0,2433
32800,1.5,Very Good,G,VS1,7.25,7.19,4.58,63.4,59.0,12005
32801,0.39,Ideal,J,SI1,4.71,4.73,2.88,61.0,56.0,568
32802,1.01,Premium,E,SI2,6.35,6.33,3.97,62.6,57.0,4751
32803,1.0,Premium,F,VS2,6.6,6.51,3.85,58.7,62.0,6037
32804,1.02,Very Good,D,SI1,6.35,6.27,4.01,63.5,61.0,5598
32805,0.7,Very Good,F,VVS2,5.7,5.73,3.46,60.5,60.0,3205
32806,0.5,Good,D,VS2,5.04,5.07,3.2,63.3,54.0,1635
32807,0.7,Premium,D,SI1,5.68,5.66,3.56,62.8,60.0,2782
32808,1.2,Premium,D,SI2,6.84,6.74,4.25,62.6,57.0,5551
32809,0.33,Very Good,E,SI1,4.45,4.42,2.8,63.1,56.0,693
32810,1.06,Ideal,H,SI2,6.67,6.63,3.98,59.9,58.0,4749
32811,0.51,Very Good,E,SI1,5.06,5.11,3.2,62.9,57.0,1304
32812,0.33,Ideal,E,VVS1,4.42,4.46,2.76,62.2,55.0,986
32813,0.9,Good,E,VS2,6.02,6.1,3.89,64.2,59.0,4315
32814,0.3,Ideal,F,SI1,4.29,4.33,2.67,61.9,56.0,475
32815,0.7,Very Good,I,VS1,5.71,5.74,3.52,61.4,57.0,2405
32816,0.48,Ideal,F,VVS1,4.99,5.04,3.11,62.0,55.0,1926
32817,0.32,Ideal,G,VVS1,4.4,4.43,2.73,61.8,55.0,814
32818,0.79,Very Good,E,SI1,5.97,5.99,3.61,60.4,59.0,3077
32819,0.32,Ideal,E,VS1,4.42,4.47,2.75,61.9,56.0,707
32820,0.25,Ideal,E,VVS2,4.07,4.04,2.52,62.1,57.0,740
32821,0.53,Ideal,D,VS2,5.17,5.24,3.17,60.9,57.0,1783
32822,1.23,Premium,I,SI2,6.86,6.82,4.27,62.4,58.0,5269
32823,2.19,Premium,H,SI1,8.27,8.25,5.15,62.3,62.0,15801
32824,1.01,Premium,E,SI2,6.39,6.36,3.99,62.6,59.0,4751
32825,0.47,Very Good,F,SI1,4.98,4.94,3.14,63.3,60.0,1086
32826,0.41,Good,D,VS2,4.7,4.73,3.01,63.8,55.0,873
32827,0.3,Premium,F,VS1,4.33,4.31,2.66,61.5,59.0,844
32828,0.7,Very Good,E,SI2,5.65,5.7,3.49,61.5,60.0,2263
32829,0.55,Premium,E,VS2,5.3,5.28,3.23,61.1,58.0,2030
32830,1.16,Ideal,F,VVS2,6.8,6.86,4.13,60.5,57.0,11120
32831,1.52,Premium,E,VS2,7.38,7.31,4.54,61.8,59.0,14577
32832,1.6,Ideal,I,SI2,7.51,7.48,4.64,61.9,57.0,8530
32833,0.4,Premium,F,VVS2,4.73,4.71,2.87,60.8,59.0,1163
32834,0.63,Ideal,D,SI1,5.55,5.48,3.42,62.0,56.0,1992
32835,0.25,Premium,G,SI2,5.33,5.28,3.12,58.8,60.0,1186
32836,1.11,Premium,I,VS2,6.84,6.78,3.97,58.3,60.0,4744
32837,0.41,Ideal,E,SI2,4.78,4.8,2.96,61.8,54.0,625
32838,0.5,Ideal,F,SI2,5.14,5.08,3.15,61.6,57.0,1016
32839,1.19,Premium,G,VS2,6.86,6.74,4.21,61.9,58.0,7389
32840,1.41,Premium,H,SI2,7.41,7.34,4.36,59.1,57.0,7106
32841,0.32,Premium,D,SI1,4.43,4.4,2.66,60.2,58.0,756
32842,0.75,Very Good,I,VVS2,5.81,5.83,3.61,62.0,59.0,2749
32843,0.32,Ideal,F,VVS1,4.42,4.44,2.73,61.6,55.0,854
32844,0.84,Ideal,D,SI2,6.04,6.06,3.74,61.8,56.0,3246
32845,0.41,Very Good,G,VS2,4.7,4.75,2.97,62.9,59.0,827
32846,0.4,Ideal,D,VVS2,4.76,4.78,2.92,61.2,56.0,1693
32847,1.17,Good,G,VS1,6.82,6.77,4.08,60.0,64.0,7972
32848,1.02,Ideal,H,VVS2,6.42,6.45,3.99,62.0,56.0,6613
32849,0.34,Ideal,G,VVS1,4.49,4.47,2.8,62.5,53.0,956
32850,1.0,Very Good,D,VS2,6.33,6.39,3.98,62.6,56.0,6881
32851,2.01,Good,I,VS2,7.95,7.87,5.03,63.6,57.0,16149
32852,0.39,Ideal,G,VVS2,4.67,4.7,2.91,62.1,56.0,886
32853,0.41,Ideal,F,VVS2,4.8,4.73,2.94,61.7,57.0,1192
32854,0.36,Ideal,E,VS1,4.59,4.63,2.83,61.4,54.0,835
32855,0.41,Premium,F,VS2,4.81,4.84,2.91,60.3,60.0,863
32856,0.26,Ideal,E,VVS2,4.09,4.06,2.54,62.3,57.0,769
32857,1.01,Very Good,E,SI2,6.32,6.26,3.99,63.4,59.0,4299
32858,1.3,Fair,H,I1,6.93,6.86,4.44,64.4,57.0,2512
32859,1.5,Good,I,VS2,7.08,7.19,4.52,63.3,62.0,8555
32860,0.33,Premium,G,VVS1,4.41,4.38,2.72,61.9,59.0,1114
32861,0.7,Premium,E,SI1,5.73,5.74,3.48,60.7,58.0,2679
32862,0.91,Premium,H,SI2,6.17,6.14,3.86,62.7,58.0,3363
32863,0.32,Good,F,SI1,4.38,4.4,2.71,61.6,60.1,528
32864,0.26,Ideal,I,VS1,4.08,4.11,2.56,62.5,53.0,417
32865,0.39,Ideal,H,VVS2,4.7,4.73,2.92,61.9,54.0,911
32866,0.41,Ideal,E,VVS2,4.75,4.81,2.91,60.9,56.0,1187
32867,1.12,Ideal,F,VVS2,6.69,6.66,4.1,61.4,57.0,9634
32868,0.32,Premium,D,SI1,4.42,4.38,2.74,62.3,55.0,756
32869,0.91,Very Good,E,SI1,6.1,6.12,3.78,61.9,61.0,4211
32870,0.7,Premium,G,SI2,5.81,5.79,3.37,58.1,60.0,2056
32871,0.56,Ideal,H,IF,5.31,5.33,3.26,61.3,55.0,2157
32872,0.51,Ideal,E,VS2,5.12,5.16,3.18,61.9,56.0,1656
32873,0.51,Ideal,I,SI1,5.07,5.1,3.18,62.5,57.0,1023
32874,0.71,Very Good,D,SI1,5.64,5.68,3.6,63.6,58.0,2764
32875,0.91,Very Good,H,VS1,6.32,6.28,3.74,59.4,63.0,4670
32876,0.58,Very Good,G,SI1,5.35,5.39,3.32,61.9,56.0,1379
32877,0.42,Ideal,F,SI1,4.84,4.9,2.95,60.6,57.0,773
32878,0.58,Ideal,H,VS1,5.38,5.42,3.3,61.1,57.0,1759
32879,0.48,Premium,F,SI1,5.13,5.11,3.05,59.6,59.0,1020
32880,0.71,Ideal,E,VS2,5.86,5.83,3.48,59.5,57.0,2982
32881,1.01,Very Good,D,SI2,6.43,6.49,4.0,61.9,58.0,4727
32882,0.5,Good,F,SI2,5.02,4.95,3.18,63.8,59.0,1094
32883,1.2,Ideal,J,VS2,6.84,6.86,4.23,61.8,55.0,5318
32884,0.3,Very Good,I,VS1,4.26,4.29,2.64,61.8,63.0,442
32885,1.02,Ideal,H,SI2,6.55,6.59,3.93,59.8,58.0,4742
32886,0.51,Premium,G,SI2,5.14,5.07,3.06,59.9,60.0,1004
32887,0.72,Ideal,F,SI2,5.82,5.79,3.53,60.8,56.0,2674
32888,0.9,Good,E,SI2,6.09,6.14,3.79,62.0,63.0,3218
32889,0.56,Ideal,F,VS1,5.32,5.28,3.27,61.7,54.0,2016
32890,1.01,Premium,H,SI2,6.55,6.5,3.89,59.6,60.0,3732
32891,1.66,Ideal,H,VS1,7.6,7.66,4.69,61.5,56.0,15210
32892,0.34,Ideal,E,VVS1,4.45,4.48,2.78,62.3,56.0,1014
32893,1.54,Ideal,G,SI1,7.4,7.45,4.57,61.5,55.0,11333
32894,0.71,Fair,F,VS1,5.96,5.76,3.36,57.3,67.0,2707
32895,2.51,Very Good,I,SI2,8.69,8.76,5.44,62.3,57.0,18090
32896,1.06,Premium,I,SI2,6.7,6.65,3.9,58.4,62.0,3579
32897,1.2,Good,I,SI1,6.66,6.72,4.22,63.1,58.0,4752
32898,0.3,Premium,J,VS1,4.27,4.32,2.69,62.6,58.0,394
32899,0.41,Ideal,D,SI1,4.78,4.74,2.98,62.6,57.0,1015
32900,1.08,Very Good,G,SI2,6.53,6.57,4.12,62.9,59.0,4544
32901,1.01,Ideal,H,SI1,6.37,6.43,3.98,62.2,58.0,4773
32902,0.4,Very Good,F,SI1,4.67,4.74,2.93,62.3,57.0,737
32903,0.3,Good,J,VS1,4.24,4.27,2.7,63.5,58.0,394
32904,1.71,Ideal,E,SI2,7.69,7.62,4.8,62.7,55.0,13097
32905,0.51,Premium,E,SI1,5.12,5.09,3.15,61.7,59.0,1624
32906,0.32,Ideal,D,VS2,4.48,4.45,2.7,60.5,56.0,972
32907,0.33,Premium,G,SI2,4.4,4.42,2.76,62.6,58.0,434
32908,0.38,Ideal,F,VS2,4.68,4.64,2.89,61.9,55.0,969
32909,1.62,Ideal,I,SI2,7.51,7.57,4.69,62.2,57.0,8220
32910,0.43,Ideal,F,VVS2,4.85,4.83,3.01,62.2,55.0,1250
32911,0.58,Ideal,E,VS2,5.43,5.39,3.37,62.3,54.0,1809
32912,0.34,Very Good,F,VS2,4.44,4.48,2.78,62.3,57.0,686
32913,0.43,Premium,G,VS2,4.83,4.78,3.02,62.9,59.0,1113
32914,1.51,Good,D,SI2,7.14,7.18,4.59,64.1,61.0,8550
32915,0.32,Very Good,D,SI1,4.35,4.31,2.75,63.5,55.0,756
32916,0.43,Premium,D,SI2,4.85,4.91,2.96,60.7,58.0,716
32917,1.73,Premium,H,SI1,7.71,7.66,4.75,61.8,59.0,9607
32918,0.72,Ideal,G,SI1,5.78,5.81,3.59,61.9,54.0,2548
32919,0.7,Very Good,J,SI1,5.64,5.67,3.5,61.9,58.0,1666
32920,0.5,Premium,E,SI1,5.06,5.1,3.15,62.0,59.0,1316
32921,0.77,Premium,F,VS2,5.85,5.81,3.64,62.4,59.0,3018
32922,1.0,Good,H,SI2,6.36,6.27,4.05,64.1,61.0,3640
32923,1.1,Ideal,G,SI1,6.62,6.66,4.11,61.9,55.0,5545
32924,0.31,Very Good,F,VS2,4.33,4.37,2.66,61.1,58.1,605
32925,0.74,Ideal,H,VS1,5.86,5.88,3.58,61.0,55.0,3254
32926,1.7,Premium,H,SI2,7.67,7.62,4.57,59.8,61.0,8263
32927,1.37,Premium,E,VS1,7.27,7.2,4.3,59.4,60.0,12713
32928,0.3,Ideal,F,IF,4.29,4.31,2.67,62.1,57.0,886
32929,0.73,Premium,F,SI2,5.89,5.84,3.49,59.5,62.0,2393
32930,1.0,Good,H,VS2,6.28,6.26,4.0,63.8,59.0,4028
32931,0.42,Very Good,H,VVS2,4.78,4.83,3.0,62.4,57.0,921
32932,0.41,Premium,E,SI2,4.85,4.8,2.96,61.3,59.0,876
32933,0.9,Ideal,J,VS2,6.16,6.24,3.8,61.3,57.0,3160
32934,0.33,Premium,H,VS2,4.52,4.48,2.72,60.4,60.0,668
32935,0.31,Premium,J,SI1,4.43,4.39,2.62,59.4,62.0,453
32936,0.42,Very Good,H,SI1,4.78,4.81,2.98,62.1,59.0,700
32937,0.34,Ideal,E,SI1,4.51,4.48,2.74,61.0,57.0,765
32938,0.35,Ideal,F,VS1,4.54,4.58,2.8,61.4,55.0,923
32939,0.38,Ideal,F,VVS2,4.69,4.72,2.87,61.0,57.0,1117
32940,1.0,Fair,D,VVS1,6.66,6.64,3.77,56.7,68.0,10752
32941,0.3,Ideal,F,VS2,4.33,4.3,2.66,61.6,57.0,776
32942,0.52,Very Good,I,SI2,5.14,5.18,3.14,60.9,59.0,974
32943,0.71,Very Good,F,SI1,5.72,5.79,3.56,61.9,57.0,2404
32944,1.1,Premium,I,SI1,6.6,6.55,4.12,62.7,57.0,4805
32945,1.58,Premium,J,SI1,7.61,7.57,4.54,59.8,58.0,7654
32946,0.38,Very Good,I,SI1,4.7,4.74,2.82,59.7,62.0,601
32947,1.01,Ideal,H,VS2,6.35,6.4,4.0,62.7,56.0,5166
32948,1.01,Premium,D,SI2,6.41,6.37,3.94,61.7,59.0,4072
32949,0.43,Premium,F,SI1,4.8,4.77,3.01,62.9,60.0,1016
32950,0.41,Ideal,E,VS1,4.72,4.76,2.97,62.7,57.0,1079
32951,0.57,Ideal,E,VS1,5.38,5.4,3.29,61.0,56.0,2297
32952,1.11,Very Good,E,SI2,6.6,6.62,4.15,62.8,55.0,4914
32953,0.42,Ideal,I,VS1,4.83,4.85,3.0,62.0,55.0,773
32954,0.32,Premium,H,VS1,4.38,4.44,2.72,61.7,58.0,561
32955,0.3,Very Good,G,VVS1,4.27,4.23,2.7,63.5,57.0,1013
32956,0.52,Ideal,G,VVS1,5.19,5.29,3.18,60.7,55.0,2065
32957,1.31,Premium,J,SI1,7.05,6.97,4.38,62.5,55.0,5480
32958,2.0,Ideal,E,SI1,8.08,8.01,5.04,62.6,57.0,16650
32959,0.28,Very Good,E,VS1,4.27,4.32,2.53,58.9,58.0,487
32960,0.31,Premium,F,VVS1,4.31,4.28,2.68,62.4,60.0,959
32961,0.92,Good,F,VS2,6.11,6.16,3.87,63.1,57.0,4404
32962,0.54,Ideal,I,VS1,5.26,5.3,3.25,61.6,54.0,1216
32963,0.31,Ideal,D,VS2,4.37,4.35,2.68,61.5,56.0,942
32964,0.52,Good,F,SI2,5.11,5.16,3.16,61.5,60.5,1170
32965,0.53,Premium,E,VVS2,5.19,5.17,3.23,62.4,56.0,2331
32966,1.12,Premium,I,VS2,6.68,6.61,4.17,62.8,57.0,4986
32967,0.73,Ideal,I,SI1,5.75,5.8,3.58,62.0,56.0,2122
32968,0.42,Good,D,SI2,4.75,4.77,3.01,63.2,57.0,653
32969,0.57,Ideal,G,VS1,5.31,5.34,3.3,62.1,56.0,1868
32970,0.41,Very Good,F,VS1,4.7,4.74,2.97,62.9,57.0,889
32971,1.35,Ideal,G,IF,7.07,7.11,4.41,62.2,57.0,14616
32972,1.08,Fair,J,SI2,6.46,6.32,4.15,64.9,60.0,3302
32973,0.3,Very Good,H,VVS2,4.24,4.27,2.68,63.0,56.0,581
32974,1.02,Very Good,H,SI1,6.34,6.4,4.01,63.0,58.0,4617
32975,1.11,Ideal,I,VS1,6.61,6.57,4.15,63.0,56.0,5152
32976,1.1,Ideal,H,VS2,6.61,6.56,4.12,62.6,57.0,4048
32977,0.31,Premium,F,VS2,4.33,4.27,2.71,63.0,57.0,749
32978,0.32,Premium,H,VVS1,4.37,4.33,2.72,62.5,58.0,936
32979,0.4,Good,E,SI1,4.67,4.72,2.98,63.5,56.0,737
32980,0.9,Very Good,I,VVS1,6.06,6.09,3.86,63.5,58.0,4161
32981,1.57,Premium,J,VS1,7.6,7.49,4.59,60.8,61.0,7190
32982,0.7,Ideal,H,SI1,5.73,5.78,3.49,60.6,57.0,1919
32983,2.0,Very Good,E,SI2,7.9,7.98,5.04,63.5,59.0,15864
32984,0.3,Ideal,E,VVS2,4.3,4.34,2.68,62.0,56.0,742
32985,1.01,Good,G,VS2,6.36,6.38,4.02,63.1,55.0,5199
32986,2.09,Premium,H,SI2,8.27,8.22,5.0,60.6,59.0,17805
32987,0.56,Ideal,G,VS1,5.36,5.33,3.24,60.6,56.0,1915
32988,2.02,Premium,J,SI2,7.98,8.09,4.99,62.1,60.0,11165
32989,0.35,Ideal,F,VVS2,4.57,4.6,2.81,61.3,55.0,806
32990,0.24,Good,F,VS1,4.09,4.14,2.4,58.3,61.0,373
32991,0.55,Ideal,D,SI1,5.32,5.27,3.21,60.6,56.0,1819
32992,0.41,Ideal,G,VVS2,4.8,4.83,2.94,61.1,55.0,1007
32993,1.02,Very Good,E,VVS1,6.35,6.5,4.02,62.6,56.0,9498
32994,0.32,Very Good,I,VVS1,4.32,4.38,2.74,63.0,58.0,589
32995,0.73,Very Good,F,VS2,5.73,5.75,3.6,62.7,58.0,2939
32996,0.32,Ideal,D,VVS1,4.39,4.36,2.71,61.9,56.0,1140
32997,1.01,Ideal,F,VVS2,6.52,6.46,3.96,61.0,57.0,8688
32998,1.46,Very Good,F,SI1,7.13,7.18,4.49,62.8,59.0,9770
32999,0.83,Good,H,SI2,5.93,5.99,3.81,63.9,56.0,2316
33000,1.07,Ideal,G,VVS2,6.58,6.6,4.05,61.5,56.0,8707
33001,1.17,Very Good,I,SI1,6.64,6.71,4.18,62.6,58.0,4826
33002,0.4,Ideal,D,VS2,4.73,4.76,2.95,62.2,54.0,891
33003,0.54,Very Good,G,VS1,5.17,5.24,3.31,63.6,56.0,1698
33004,0.31,Ideal,J,SI1,4.38,4.4,2.74,62.4,53.0,379
33005,0.3,Ideal,E,VS2,4.34,4.31,2.66,61.5,55.0,844
33006,0.9,Good,I,VVS1,6.14,6.1,3.89,63.6,58.0,4114
33007,0.41,Ideal,G,VVS2,4.76,4.77,2.92,61.3,56.0,1007
33008,1.0,Premium,G,VS1,6.42,6.48,3.91,60.6,59.0,6006
33009,2.49,Premium,I,SI2,8.76,8.7,5.34,61.2,56.0,18325
33010,0.31,Premium,F,VS2,4.34,4.32,2.66,61.4,62.0,802
33011,0.54,Premium,E,VVS1,5.16,5.21,3.25,62.7,58.0,2370
33012,1.01,Good,I,VS1,6.35,6.27,4.05,64.2,60.0,3484
33013,0.54,Good,D,SI2,5.16,5.19,3.27,63.2,57.0,1249
33014,0.96,Premium,G,SI2,6.29,6.11,3.89,62.7,60.0,3215
33015,1.0,Good,F,VS2,6.32,6.36,4.0,63.1,57.0,6223
33016,1.2,Premium,E,SI2,6.95,6.89,4.18,60.4,58.0,5779
33017,0.9,Premium,H,VS2,6.19,6.24,3.81,61.3,59.0,4155
33018,0.92,Very Good,D,SI2,6.12,6.21,3.93,63.7,57.0,3707
33019,0.28,Ideal,H,IF,4.14,4.19,2.62,63.0,55.0,586
33020,1.11,Ideal,H,SI2,6.61,6.64,4.11,62.0,54.0,4578
33021,0.52,Premium,G,VS1,5.13,5.16,3.21,62.4,59.0,1689
33022,0.32,Ideal,G,VVS1,4.39,4.36,2.73,62.4,56.0,1080
33023,0.44,Premium,F,VS2,4.88,4.83,3.02,62.2,58.0,990
33024,1.21,Premium,F,VVS1,6.75,6.7,4.24,63.0,59.0,11175
33025,1.01,Premium,F,SI2,6.41,6.38,3.98,62.2,59.0,5096
33026,0.41,Premium,G,VS1,4.79,4.84,2.9,60.2,59.0,899
33027,1.2,Premium,H,VS1,6.98,6.93,4.07,58.5,61.0,6720
33028,0.32,Ideal,F,VVS1,4.38,4.43,2.72,61.7,55.0,867
33029,0.59,Ideal,E,SI1,5.36,5.39,3.33,62.0,57.0,1607
33030,0.31,Ideal,H,SI1,4.44,4.36,2.7,61.4,55.0,573
33031,1.04,Premium,H,SI1,6.47,6.43,4.04,62.6,59.0,4980
33032,1.66,Very Good,F,VS2,7.63,7.68,4.7,61.4,58.0,16294
33033,2.01,Very Good,I,SI1,7.99,8.12,4.97,61.7,60.0,13464
33034,0.34,Ideal,D,IF,4.46,4.52,2.79,62.1,57.0,2287
33035,0.31,Premium,F,IF,4.39,4.36,2.66,60.8,59.0,1122
33036,0.56,Premium,E,VVS2,5.3,5.33,3.27,61.5,58.0,2279
33037,0.71,Good,I,VVS1,5.67,5.71,3.61,63.4,57.0,2549
33038,1.01,Ideal,G,VS2,6.45,6.42,3.98,61.8,56.0,6108
33039,0.31,Ideal,I,SI1,4.29,4.35,2.7,62.5,56.0,418
33040,0.7,Very Good,H,VS2,5.59,5.64,3.52,62.7,59.0,2377
33041,0.26,Ideal,F,IF,4.07,4.11,2.52,61.6,56.0,657
33042,0.42,Premium,E,VS2,4.82,4.85,2.95,61.0,59.0,958
33043,0.53,Very Good,E,SI2,5.3,5.36,3.11,58.3,62.0,1160
33044,1.04,Very Good,E,SI2,6.58,6.62,4.02,60.9,59.0,4486
